timestamp,request_timestamp,task_id,device_id,slo_type,base_deadline,adapted_deadline,selected_node,node_power,cluster_power
1764464773.1217105,2025-11-30 10:06:13.121,device_078_000010,device_078,soft,0.5392652253283658,0.5392652253283658,hailo2,4.553999999999999,23.576900000000002
1764464773.1397367,2025-11-30 10:06:13.139,device_003_000007,device_003,normal,0.17521928702627348,0.17521928702627348,coral2,4.5864,23.567800000000002
1764464773.155261,2025-11-30 10:06:13.155,device_019_000007,device_019,normal,0.14382855526434352,0.14382855526434352,coral1,4.509,23.567800000000002
1764464773.179466,2025-11-30 10:06:13.179,device_071_000007,device_071,soft,0.5147104320597998,0.5147104320597998,hailo1,4.8,23.567800000000002
1764464773.208902,2025-11-30 10:06:13.208,device_118_000006,device_118,soft,0.5287528406985289,0.5287528406985289,jetson1,2.666,23.567800000000002
1764464773.242644,2025-11-30 10:06:13.242,device_113_000004,device_113,hard,0.07938611792340691,0.07938611792340691,hailo2,4.553999999999999,23.567800000000002
1764464773.2607646,2025-11-30 10:06:13.260,device_119_000008,device_119,soft,0.3423767602518833,0.3423767602518833,jetson2,2.521,23.567800000000002
1764464773.2834928,2025-11-30 10:06:13.283,device_012_000004,device_012,hard,0.08663324481518624,0.08663324481518624,hailo2,4.553999999999999,23.567800000000002
1764464773.302839,2025-11-30 10:06:13.302,device_101_000005,device_101,soft,0.3527103415605259,0.3527103415605259,coral2,4.5773,23.567800000000002
1764464773.3252919,2025-11-30 10:06:13.325,device_109_000012,device_109,normal,0.21442646205690086,0.21442646205690086,coral1,4.509,23.567800000000002
1764464773.3611197,2025-11-30 10:06:13.361,device_003_000008,device_003,soft,0.37309079515907323,0.37309079515907323,hailo1,4.8,23.567800000000002
1764464773.3893325,2025-11-30 10:06:13.389,device_057_000006,device_057,normal,0.29976205462572003,0.29976205462572003,jetson2,2.521,23.567800000000002
1764464773.4080992,2025-11-30 10:06:13.408,device_113_000005,device_113,soft,0.37531379239959134,0.37531379239959134,jetson1,2.666,23.567800000000002
1764464773.4265194,2025-11-30 10:06:13.426,device_121_000005,device_121,soft,0.31749199337196776,0.31749199337196776,hailo1,4.8,23.6956
1764464773.4470668,2025-11-30 10:06:13.447,device_119_000009,device_119,normal,0.22769693008847738,0.22769693008847738,hailo2,4.4944999999999995,23.6956
